#,"",Player,Overall Score,Potential Score,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
7359,7358,Matej Rodin,67,69,195,80,27,Right,42.0,68.0,48.833333,34.666667,58.428571,33.250,7.6
7360,7359,Damian Michalski,67,71,191,90,24,Right,58.5,63.5,57.000000,56.666667,73.714286,50.750,8.6
7361,7360,Raul Opruț,67,72,181,70,25,Left,60.5,62.0,58.833333,54.666667,72.571429,40.375,10.8
7362,7361,Boris Lambert,67,75,187,67,22,Right,65.5,67.0,61.833333,56.666667,58.571429,39.250,9.6
7363,7362,Amine Atouchi,67,67,186,82,31,Right,35.0,68.5,55.666667,47.333333,64.142857,37.250,9.4
7364,7363,Shawn Adewoye,67,75,181,81,22,Right,40.5,66.0,50.833333,44.666667,67.000000,31.375,8.8
7365,7364,Alexander Schmidt,67,71,193,88,25,Right,64.0,21.0,54.500000,43.000000,57.285714,59.125,8.4
7366,7365,Marius Marin,67,72,180,75,24,Right,65.5,65.0,64.666667,66.666667,72.142857,57.500,11.4
7367,7366,José Marrufo,67,72,183,81,26,Left,57.0,65.5,55.833333,59.000000,65.857143,34.750,10.0
7368,7367,Filip Bilbija,67,77,189,78,22,Right,69.0,25.0,54.500000,67.666667,69.000000,46.500,10.6
7369,7368,Zvonimir Šarlija,67,72,189,80,26,Right,41.5,69.5,54.833333,50.000000,60.142857,36.750,10.0
7370,7369,Franquesa,67,71,174,70,26,Left,65.5,65.5,59.333333,62.000000,69.857143,46.000,10.8
7371,7370,Tyrese Fornah,67,73,185,72,23,Right,69.5,65.5,66.333333,62.666667,72.000000,55.125,9.4
7372,7371,Saad Agouzoul,67,74,192,75,25,Left,52.5,67.0,59.833333,52.666667,50.857143,43.375,10.4
7373,7372,Christian Kinsombi,67,73,177,70,23,Right,69.0,32.0,51.833333,59.666667,74.285714,45.125,11.4
7374,7373,Raffael Behounek,67,72,187,80,25,Right,42.5,66.5,55.166667,49.000000,66.142857,33.250,9.0
7375,7374,Tomás Esteves,67,80,180,72,20,Right,67.5,63.5,60.500000,60.000000,66.142857,39.875,8.4
7376,7375,Enzo Millot,67,79,174,66,20,Left,70.5,51.0,62.333333,65.333333,58.285714,58.000,11.2
7377,7376,Kevin Ehlers,67,78,186,84,22,Right,52.5,67.0,56.833333,49.666667,65.428571,34.625,10.8
7378,7377,Pape Ndiaga Yade,67,74,185,76,23,Left,70.5,40.0,54.666667,58.000000,68.000000,63.875,12.0
7379,7378,Ignace Van der Brempt,67,78,187,76,20,Right,71.0,60.5,64.500000,65.333333,71.857143,47.000,10.4
7380,7379,David Schnegg,67,72,185,80,24,Left,66.5,66.0,59.000000,60.666667,66.571429,51.875,9.6
7381,7380,Aníbal Leguizamón,67,67,182,83,31,Right,52.0,65.0,56.333333,53.333333,63.571429,37.125,9.2
7382,7381,Anders Hagelskjær,67,71,192,84,26,Left,61.5,67.5,60.000000,63.333333,64.428571,46.750,7.8
7383,7382,Hernesto Caballero,67,67,181,76,31,Right,67.5,60.0,59.166667,59.000000,58.571429,51.750,7.4
7384,7383,Etienne Vaessen,67,71,189,84,27,Right,16.5,10.0,28.166667,22.666667,39.571429,16.625,66.2
7385,7384,Yaw Ackah,67,71,169,65,23,Right,66.5,66.0,67.333333,55.666667,69.142857,45.500,7.6
7386,7385,Leo Greiml,67,80,186,77,21,Right,43.0,68.5,60.000000,49.000000,65.428571,34.750,9.6
7387,7386,Adrian Șut,67,74,186,77,23,Right,63.0,66.0,64.000000,61.333333,69.714286,56.125,11.4
7388,7387,Guima,67,68,181,75,27,Right,64.0,61.5,63.166667,60.666667,69.285714,53.125,10.4
7389,7388,Mats Wieffer,67,74,188,76,23,Right,71.0,63.5,65.166667,62.000000,66.428571,49.625,10.4
7390,7389,Ryan Longman,67,75,180,80,22,Right,69.0,50.0,59.000000,60.666667,75.428571,61.000,11.2
7391,7390,Jorge Silva,67,69,183,76,26,Right,65.5,66.0,59.500000,62.333333,64.571429,46.000,12.6
7392,7391,Anis Mehmeti,67,78,180,63,22,Right,72.0,53.5,62.333333,59.666667,69.142857,52.500,10.6
7393,7392,Cristian Neguț,67,67,176,72,27,Right,65.5,28.5,52.500000,64.333333,76.857143,59.375,11.6
7394,7393,Johannes Handl,67,72,196,86,24,Right,45.5,69.0,48.166667,42.666667,55.285714,37.000,9.4
7395,7394,Maciej Domański,67,67,168,62,32,Right,63.5,47.5,63.666667,65.000000,72.857143,64.250,10.4
7396,7395,Valentin Antov,67,76,185,75,22,Right,50.0,68.0,58.166667,45.000000,67.714286,42.250,10.6
7397,7396,Kwame Poku,67,76,179,67,21,Left,70.0,44.5,54.000000,61.000000,68.285714,51.875,9.6
7398,7397,Laros Duarte,67,70,180,67,26,Right,68.0,60.5,65.000000,66.666667,68.857143,61.625,9.6
7399,7398,Jan Hendrik Marx,67,68,171,68,27,Right,60.5,59.5,52.666667,56.666667,76.428571,44.625,9.2
7400,7399,Petr Schwarz,67,67,174,70,31,Right,65.0,58.5,63.000000,67.000000,74.571429,62.500,9.8
7401,7400,Loïc Bessilé,67,73,183,82,24,Left,62.0,66.5,54.000000,55.333333,71.714286,44.625,9.2
7402,7401,Daniel Hanslik,67,69,186,81,26,Left,64.5,22.0,55.500000,58.000000,72.857143,60.750,8.2
7403,7402,Mourtada Fall,67,67,192,87,35,Right,45.5,65.0,58.833333,50.000000,63.142857,39.375,11.8
7404,7403,Octavian Vâlceanu,67,72,187,77,26,Right,18.0,11.5,36.500000,17.000000,35.428571,17.875,65.4
7405,7404,Ferdinand Oswald,67,67,184,77,32,Right,12.0,12.0,25.833333,20.000000,37.857143,15.500,66.0
7406,7405,Samir Chergui,67,76,185,78,24,Right,62.0,68.5,62.500000,63.333333,61.714286,43.250,9.8
7407,7406,Vadim Rață,67,67,175,71,29,Right,65.0,63.5,64.333333,62.666667,77.857143,60.375,11.6
7408,7407,Marcel Hoffmeier,67,77,182,70,23,Right,62.5,66.5,58.666667,55.666667,74.857143,45.000,10.4
7409,7408,Larrazabal,67,72,180,78,25,Right,62.5,59.5,59.000000,64.000000,77.857143,59.125,9.6
7410,7409,Pedro Brazão,67,79,173,62,20,Left,70.5,37.0,55.500000,62.666667,70.285714,56.250,8.6
7411,7410,Cătălin Căbuz,67,72,184,79,26,Right,12.5,14.0,29.166667,22.666667,45.571429,15.750,65.8
7412,7411,Luke McNally,67,74,193,86,23,Right,60.0,66.5,50.833333,51.000000,56.428571,40.250,10.6
7413,7412,Alexi Pitu,67,78,177,71,20,Right,70.0,29.5,53.333333,64.666667,70.714286,56.875,10.4
7414,7413,Nino Galović,67,67,186,80,30,Right,59.5,65.5,57.833333,67.333333,61.714286,46.625,8.8
7415,7414,Ming Tian,67,68,180,71,27,Right,60.5,64.0,60.666667,56.000000,75.142857,39.375,8.4
7416,7415,Diogo dos Santos Cabral,67,74,180,73,24,Right,66.5,64.5,60.666667,59.000000,69.285714,47.000,8.6
7417,7416,Andrei Miron,67,67,185,86,28,Right,48.5,64.5,53.500000,51.333333,63.000000,44.750,10.0
7418,7417,Virgil Ghiță,67,73,186,80,24,Right,45.5,67.0,57.833333,46.333333,67.714286,46.000,10.4
7419,7418,Guillaume Dietsch,67,75,184,73,21,Right,13.0,13.0,30.000000,20.666667,32.000000,14.000,66.0
7420,7419,Cristi Bărbuț,67,67,166,60,27,Right,63.5,32.5,56.500000,57.000000,76.285714,53.125,12.0
7421,7420,Leonidas Stergiou,67,84,180,75,21,Right,46.5,69.5,53.000000,48.000000,75.857143,36.750,8.2
7422,7421,Hugo Vallejo,67,76,185,80,23,Right,73.5,35.5,50.666667,65.000000,59.285714,60.625,11.0
7423,7422,Anthony Uribe,67,67,181,82,32,Right,67.0,15.0,48.666667,42.333333,71.000000,60.375,9.2
7424,7423,Ayumu Seko,67,75,183,72,22,Right,55.0,65.5,54.166667,55.000000,66.285714,36.375,9.8
7425,7424,Andrei Artean,67,67,185,81,29,Right,60.5,63.0,65.500000,59.666667,74.000000,62.875,10.0
7426,7425,Oliver Antman,67,76,185,75,21,Right,69.0,37.0,57.000000,58.333333,70.428571,57.875,8.8
7427,7426,Aké Loba,67,72,179,72,24,Right,66.0,17.5,52.333333,58.000000,72.857143,59.500,8.4
7428,7427,Ísak Bergmann Jóhannesson,67,82,180,72,19,Left,67.5,58.5,65.666667,65.000000,73.000000,60.625,11.4
7429,7428,Matěj Hanousek,67,67,182,74,29,Left,63.0,61.5,60.666667,59.333333,74.714286,47.375,12.0
7430,7429,Lubambo Musonda,67,67,171,75,28,Right,66.5,59.0,57.000000,57.333333,79.142857,54.625,7.8
7431,7430,Adrian Rus,67,72,183,76,26,Right,57.0,66.0,60.666667,55.000000,70.000000,47.375,12.6
7432,7431,Cade Cowell,67,82,182,75,19,Right,69.0,31.5,57.000000,56.000000,79.857143,54.000,10.8
7433,7432,Campuzano,67,72,174,72,25,Left,65.5,14.0,53.666667,59.666667,75.285714,61.000,10.0
7434,7433,Kasper Jørgensen,67,75,185,80,23,Right,64.0,60.0,58.333333,57.666667,73.428571,46.375,11.6
7435,7434,Karlo Bručić,67,67,183,74,30,Left,60.5,66.0,58.166667,60.000000,66.000000,41.125,9.2
7436,7435,Nassim Boujellab,67,74,182,72,23,Right,73.5,52.5,56.166667,61.333333,65.000000,56.375,10.8
7437,7436,Bruno Paz,67,73,179,72,24,Right,68.5,63.0,67.333333,67.333333,73.000000,58.625,9.2
7438,7437,Ruan,67,68,170,65,27,Right,66.5,60.5,60.000000,62.333333,78.428571,34.500,8.2
7439,7438,Ken Nkuba,67,77,173,70,21,Right,69.5,65.0,60.166667,59.666667,74.000000,54.375,11.0
7440,7439,Mateusz Praszelik,67,76,184,74,22,Right,71.0,44.5,57.500000,68.666667,69.428571,62.750,8.8
7441,7440,Ben Lederman,67,78,180,75,22,Left,68.5,51.0,65.333333,66.333333,73.142857,54.875,9.0
7442,7441,Jonas David,67,73,190,89,22,Right,66.5,66.0,54.666667,60.333333,64.428571,39.625,12.8
7443,7442,Jonas Auer,67,73,182,77,22,Left,64.0,65.0,58.166667,64.000000,70.285714,51.125,12.8
7444,7443,Lautaro Valenti,67,72,188,80,24,Left,56.0,68.0,57.333333,52.000000,68.285714,55.875,7.0
7445,7444,Christian Kühlwetter,67,69,180,79,26,Right,68.0,34.0,60.000000,60.000000,74.428571,64.625,6.8
7446,7445,Robbe Decostere,67,74,180,68,24,Left,62.5,65.0,60.666667,61.000000,69.571429,46.625,9.4
7447,7446,Hendrik Weydandt,67,67,195,94,27,Right,59.0,32.0,54.833333,39.333333,66.571429,55.500,10.8
7448,7447,Emil Ceïde,67,77,175,71,21,Right,73.5,34.0,50.500000,55.333333,68.142857,49.250,9.0
7449,7448,Adolfo Gaich,67,76,194,94,24,Right,63.5,26.0,55.333333,52.000000,66.714286,58.875,10.0
7450,7449,Sekou Gassama,67,68,188,85,27,Left,59.5,24.5,54.333333,43.000000,65.428571,62.125,11.8
7451,7450,Sergio López,67,74,179,70,23,Right,67.5,62.5,60.333333,65.000000,67.142857,53.875,11.0
7452,7451,Salva Ferrer,67,71,184,73,25,Right,58.5,65.5,58.833333,60.333333,68.428571,43.375,10.4
7453,7452,Emir Karic,67,69,184,71,25,Left,61.5,63.0,57.833333,58.666667,67.285714,44.625,10.2
7454,7453,Sanasi Sy,67,73,174,70,23,Left,65.5,68.5,52.000000,58.666667,66.142857,40.625,9.0
7455,7454,Ewoud Pletinckx,67,78,190,87,22,Right,48.0,68.5,52.500000,47.666667,54.857143,34.750,9.6
7456,7455,Nabil Alioui,67,74,175,64,24,Right,70.0,21.5,52.166667,63.000000,70.857143,61.375,7.6
7457,7456,Patrik Gunnarsson,67,75,190,84,22,Right,26.5,12.0,34.833333,38.333333,46.285714,17.875,68.4
7458,7457,Alessandro Vogliacco,67,75,186,78,24,Right,52.0,69.0,56.166667,54.000000,63.428571,42.875,9.4
7459,7458,De La Fuente,67,75,179,78,24,Right,57.5,68.5,57.666667,57.333333,60.428571,44.875,8.8
7460,7459,Alan Franco,67,74,175,67,24,Right,68.0,67.5,63.000000,56.666667,72.428571,51.500,9.2
7461,7460,Ignacio Aliseda,67,74,168,77,22,Right,69.5,43.0,54.333333,59.000000,72.857143,53.500,10.2
7462,7461,Kalidou Sidibé,67,72,200,85,24,Right,60.5,66.0,59.000000,56.333333,53.142857,46.750,11.0
7463,7462,Sergio Moreno,67,74,178,73,24,Right,68.0,16.5,48.666667,48.000000,63.142857,58.250,11.4
7464,7463,Kim Dong Hyun,67,72,182,72,25,Right,65.0,54.0,64.333333,61.333333,71.571429,45.500,10.2
7465,7464,Sem Steijn,67,78,173,61,21,Right,70.5,40.0,54.833333,65.333333,65.285714,58.375,8.4
7466,7465,Kristoffer Askildsen,67,77,190,77,22,Right,69.5,64.0,64.833333,65.666667,61.285714,53.750,9.2
7467,7466,Emil Breivik,67,76,180,82,22,Right,64.5,62.5,63.000000,63.666667,71.571429,46.875,11.6
7468,7467,Erick Ferigra,67,76,180,74,24,Right,54.5,66.5,52.500000,52.333333,66.000000,37.375,11.0
7469,7468,Claudio Gomes,67,80,180,72,22,Right,68.0,65.0,63.333333,64.333333,68.571429,56.250,9.2
7470,7469,Matías Palacios,67,80,168,67,20,Right,69.5,45.5,55.833333,69.333333,66.000000,58.625,11.8
7471,7470,Mustafa Eskihellaç,67,70,175,72,25,Right,68.5,54.0,55.000000,62.666667,70.142857,52.500,9.6
7472,7471,Kjell Scherpen,67,77,202,85,23,Right,14.5,10.5,31.166667,20.666667,44.285714,15.250,66.8
7473,7472,Park Jin Sub,67,70,184,80,27,Right,55.5,64.0,59.666667,59.000000,68.142857,51.625,8.8
7474,7473,Aaron Opoku,67,72,185,76,23,Right,70.5,40.5,53.833333,60.333333,73.142857,57.250,6.8
7475,7474,Moritz-Broni Kwarteng,67,71,175,69,24,Right,69.0,32.5,52.166667,61.000000,63.285714,58.125,11.4
7476,7475,Patryk Sokołowski,67,68,181,73,28,Right,65.0,64.5,61.500000,61.333333,66.571429,47.000,10.8
7477,7476,Aleksandar Paločević,67,67,180,70,29,Left,70.0,49.0,65.333333,65.333333,64.000000,62.250,9.8
7478,7477,Ethan Erhahon,67,76,178,66,21,Left,67.5,64.5,64.666667,64.333333,72.428571,57.125,9.6
7479,7478,İlkay Durmuş,67,67,180,72,28,Left,66.0,53.5,59.666667,62.000000,70.571429,61.625,9.0
7480,7479,Ignacio Arce,67,67,180,71,30,Right,8.5,13.0,30.666667,21.333333,40.142857,14.625,65.4
7481,7480,Ylber Ramadani,67,70,185,72,26,Right,65.0,61.5,61.500000,61.000000,67.285714,51.375,12.2
7482,7481,Carlos Mendes Gomes,67,73,178,66,24,Right,65.0,26.5,52.166667,58.666667,75.428571,55.750,9.4
7483,7482,Taichi Hara,67,75,191,84,23,Right,66.0,17.0,50.333333,55.000000,63.142857,58.250,9.8
7484,7483,Oussama Darfalou,67,67,183,78,29,Right,66.5,31.0,55.500000,44.000000,71.285714,62.375,11.8
7485,7484,Kemal Ademi,67,68,195,86,27,Right,61.5,26.5,55.833333,40.000000,61.428571,58.625,13.4
7486,7485,Giannis Masouras,67,70,181,77,26,Right,61.5,61.0,61.666667,61.000000,75.857143,49.125,10.8
7487,7486,Mihai Bordeianu,67,67,175,73,31,Right,63.0,63.5,66.333333,63.666667,69.714286,50.375,9.6
7488,7487,Adam Idah,67,74,190,83,22,Right,63.5,14.0,55.833333,41.333333,68.000000,60.875,10.0
7489,7488,Emanuel Aiwu,67,77,185,77,22,Right,55.0,69.0,57.833333,57.666667,72.142857,40.875,11.4
7490,7489,Karlo Letica,67,72,201,96,26,Right,15.5,12.0,27.166667,23.333333,36.857143,14.875,65.6
7491,7490,Ben Motshwari,67,67,172,66,31,Right,68.0,59.5,62.333333,68.000000,72.428571,56.750,10.0
7492,7491,Basil Stillhart,67,68,177,76,28,Right,70.0,64.5,66.666667,64.000000,72.714286,57.750,11.8
7493,7492,Dion Sanderson,67,78,188,78,23,Right,57.0,68.0,58.833333,53.333333,68.571429,39.875,7.8
7494,7493,Emmanuel Lomotey,67,74,190,79,25,Right,58.5,64.0,61.666667,57.666667,68.714286,49.750,10.0
7495,7494,Giorgi Beridze,67,70,174,71,25,Left,72.0,25.5,45.000000,60.333333,72.714286,57.750,11.6
7496,7495,Peter Haring,67,67,187,85,29,Right,67.0,69.0,66.166667,68.333333,67.285714,50.375,8.6
7497,7496,Youba Diarra,67,73,178,79,24,Right,65.5,63.0,65.333333,62.000000,73.000000,56.375,11.4
7498,7497,Ale Díez,67,70,175,74,27,Right,64.0,62.5,61.833333,52.333333,73.428571,50.500,9.2
7499,7498,Efkan Bekiroglu,67,68,185,84,27,Right,70.5,48.5,63.333333,66.333333,67.285714,59.875,11.4
7500,7499,Valentín Burgoa,67,74,175,73,22,Left,72.5,52.5,62.333333,63.000000,71.571429,54.000,11.0
7501,7500,Julio Cascante,67,67,188,77,29,Right,57.5,65.5,61.000000,48.666667,58.142857,34.500,8.6
7502,7501,Hüseyin Türkmen,67,70,183,78,25,Right,55.0,67.0,53.333333,51.333333,70.714286,44.625,11.4
7503,7502,Muhannad Al Shanqeeti,67,75,173,70,23,Right,62.0,64.5,55.666667,59.666667,72.000000,38.125,9.8
7504,7503,Simon Graves,67,74,191,78,23,Right,60.0,67.0,56.833333,59.333333,57.000000,45.125,9.0
7505,7504,Nathan Ferguson,67,74,178,70,22,Right,65.5,70.5,57.000000,60.333333,61.857143,41.500,10.2
7506,7505,Tayyip Sanuç,67,76,188,80,23,Right,55.0,67.5,50.833333,49.333333,62.857143,42.125,9.4
7507,7506,George Bello,67,78,170,68,21,Left,68.5,65.5,59.166667,56.000000,74.285714,39.875,9.2
7508,7507,Zubiaurre,67,72,190,80,26,Left,15.0,12.5,35.000000,14.000000,36.142857,16.750,65.6
7509,7508,Manuel Wintzheimer,67,71,180,78,24,Right,67.0,22.0,56.000000,62.333333,69.857143,58.375,9.8
7510,7509,Lisandro Semedo,67,68,175,73,26,Right,68.5,23.0,58.166667,59.333333,71.714286,57.875,8.8
7511,7510,San Román,67,73,189,79,25,Right,11.5,11.5,28.000000,15.666667,36.142857,16.125,66.6
7512,7511,Christopher Braun,67,67,181,81,31,Right,61.0,65.0,59.166667,62.666667,71.571429,38.125,8.0
7513,7512,Edward Chilufya,67,76,171,65,23,Right,70.0,14.0,50.000000,49.000000,80.571429,51.000,11.2
7514,7513,Joseph Mora,67,67,171,60,30,Left,62.0,66.0,59.833333,56.333333,72.714286,46.000,11.8
7515,7514,Thomas Buitink,67,74,174,68,22,Right,68.5,24.0,60.000000,60.000000,69.142857,59.750,11.6
7516,7515,Toni Domgjoni,67,74,177,74,24,Right,67.5,63.5,65.666667,64.666667,68.428571,59.000,11.2
7517,7516,Li Shuai,67,68,180,75,27,Right,63.0,65.5,62.666667,57.666667,76.000000,42.750,10.0
7518,7517,Philipp Sander,67,70,185,76,25,Right,67.5,59.0,62.333333,63.333333,68.142857,52.125,9.0
7519,7518,Ricardo Friedrich,67,69,188,83,30,Right,16.0,17.5,34.000000,17.666667,38.857143,18.500,66.6
7520,7519,Olivier Mbaizo,67,71,178,70,25,Right,69.0,63.0,53.500000,62.666667,73.142857,42.375,10.6
7521,7520,Fraser Hornby,67,74,195,85,23,Right,64.5,20.0,53.833333,47.333333,57.000000,67.500,10.6
7522,7521,Carlos Isaac,67,72,184,74,24,Right,61.0,63.5,55.666667,56.000000,64.000000,41.750,8.2
7523,7522,Nicolas Madsen,67,74,192,76,22,Right,65.0,62.5,62.000000,64.333333,63.857143,49.625,9.2
7524,7523,Amor Layouni,67,67,191,81,30,Left,67.0,30.5,51.333333,58.666667,65.285714,59.375,11.0
7525,7524,Alex Roldan,67,67,178,70,26,Right,67.0,59.0,66.333333,66.333333,71.857143,49.125,8.8
7526,7525,Christian Almeida,67,67,170,65,33,Left,60.0,73.0,63.500000,58.333333,57.142857,47.375,9.4
7527,7526,Axel Björnström,67,68,176,67,27,Left,62.5,62.5,59.500000,58.666667,73.142857,45.750,11.0
7528,7527,Malte Amundsen,67,72,179,81,25,Left,65.5,60.5,60.166667,63.333333,70.000000,44.750,8.8
7529,7528,Francisco Álvarez,67,77,180,74,23,Right,46.5,67.0,53.333333,46.333333,62.714286,36.625,9.2
7530,7529,Przemysław Wiśniewski,67,73,195,91,24,Right,48.5,69.0,53.000000,49.666667,71.714286,32.500,11.4
7531,7530,Marcel Costly,67,68,183,76,27,Right,66.0,56.5,55.833333,56.333333,80.714286,46.875,10.0
7532,7531,Scotty Sadzoute,67,74,172,56,24,Left,66.5,63.5,57.500000,62.000000,74.857143,47.500,12.0
7533,7532,Lyle Foster,67,74,185,70,22,Right,66.0,32.0,51.333333,54.666667,69.857143,59.625,8.4
7534,7533,Dru Yearwood,67,75,173,68,23,Right,69.0,67.0,66.833333,60.333333,80.000000,53.125,11.2
7535,7534,Yang Liyu,67,69,179,65,26,Right,60.0,41.5,60.666667,60.000000,76.142857,57.750,12.8
7536,7535,Curtis Tilt,67,67,189,75,31,Left,49.5,67.0,51.000000,42.333333,64.857143,35.125,9.8
7537,7536,Magnus Mattsson,67,73,174,63,24,Right,72.0,28.0,56.166667,59.666667,70.571429,56.250,12.0
7538,7537,Rigoberto Rivas,67,72,178,73,24,Right,70.5,33.0,50.000000,62.000000,69.285714,58.125,9.4
7539,7538,Jean-Claude Billong,67,68,192,88,29,Right,42.0,69.5,53.666667,48.000000,54.285714,39.750,8.8
7540,7539,Dimitrios Kolovetsios,67,67,183,77,31,Left,47.0,68.0,61.166667,51.666667,62.000000,36.500,11.6
7541,7540,Alejandro Maciel,67,73,183,87,25,Right,42.5,70.0,51.500000,38.333333,59.857143,35.500,12.4
7542,7541,Lars Dietz,67,72,190,79,26,Right,60.5,65.5,59.500000,56.000000,62.285714,41.500,12.2
7543,7542,Dominik Martinović,67,71,179,77,25,Right,67.5,14.0,50.500000,48.666667,78.428571,61.500,10.0
7544,7543,Bilal Bayazit,67,77,185,76,23,Right,12.0,10.5,27.833333,13.333333,32.285714,15.000,65.6
7545,7544,Kristijan Bistrović,67,73,183,75,24,Right,64.5,67.5,62.000000,68.666667,61.142857,65.875,8.0
7546,7545,Lars Kramer,67,72,192,86,23,Right,50.5,67.5,52.666667,50.666667,56.000000,39.625,10.8
7547,7546,Alpha Sissoko,67,72,178,68,25,Right,58.5,65.0,57.666667,60.000000,68.428571,38.000,8.8
7548,7547,Berrocal,67,76,187,72,23,Right,49.0,66.0,54.500000,51.333333,66.857143,42.250,11.4
7549,7548,Théo Sainte-Luce,67,73,181,72,24,Left,68.5,62.0,58.500000,59.666667,69.428571,47.000,10.0
7550,7549,Birk Risa,67,72,188,79,25,Left,65.5,65.5,61.666667,62.333333,69.857143,56.250,11.2
7551,7550,Kelyan Guessoum,67,76,176,70,24,Right,56.0,67.5,54.333333,54.000000,65.142857,40.875,11.2
7552,7551,George Johnston,67,72,181,78,24,Left,61.0,65.0,56.666667,51.666667,68.857143,38.875,8.0
7553,7552,Ismaël Aaneba,67,78,182,75,23,Right,60.0,70.0,52.500000,63.333333,68.285714,47.500,11.0
7554,7553,Connor Metcalfe,67,76,183,70,23,Left,65.5,56.5,67.666667,64.666667,73.714286,54.375,11.0
7555,7554,Edgar Elizalde,67,74,179,78,23,Left,56.5,68.5,55.333333,60.000000,69.571429,40.625,9.6
7556,7555,Leonardo Heredia,67,68,185,79,27,Right,71.5,33.5,58.833333,65.666667,63.714286,62.625,9.6
7557,7556,Ross Callachan,67,67,178,70,29,Right,66.0,62.5,66.500000,64.666667,68.142857,62.125,11.4
7558,7557,Adrian Nilsen Pereira,67,74,177,75,23,Left,65.5,61.0,60.000000,59.333333,75.142857,56.250,9.0
7559,7558,Albion Vrenezi,67,67,177,66,29,Right,70.5,17.5,49.333333,59.666667,75.000000,57.500,9.8
7560,7559,Nikolai Baden Frederiksen,67,73,179,68,22,Left,68.0,14.0,54.333333,57.666667,71.857143,65.000,9.6
7561,7560,Lion Lauberbach,67,72,194,88,25,Right,67.5,34.0,57.333333,57.666667,69.285714,58.375,9.4
7562,7561,Makana Baku,67,71,177,72,24,Right,70.5,29.5,51.333333,52.666667,80.285714,55.875,9.0
7563,7562,Sebastian Mai,67,68,195,91,29,Right,52.0,65.5,62.833333,46.666667,49.714286,50.125,10.8
7564,7563,Felix Luckeneder,67,68,190,73,28,Left,45.0,67.5,54.500000,40.666667,54.571429,35.625,8.2
7565,7564,Zoran Arsenić,67,69,186,75,28,Right,59.0,68.0,58.000000,61.000000,71.428571,42.125,11.2
7566,7565,Orestis Kiomourtzoglou,67,70,188,75,24,Right,58.0,65.0,62.666667,55.000000,69.714286,46.750,10.8
7567,7566,Luke Leahy,67,67,178,73,30,Left,67.0,60.0,67.166667,65.666667,73.857143,63.125,11.2
7568,7567,Bryan Henning,67,67,172,73,27,Right,66.0,66.5,67.333333,59.000000,78.714286,47.375,8.6
7569,7568,Vassilios Lampropoulos,67,67,185,83,32,Right,51.0,68.5,56.666667,60.333333,66.285714,44.250,7.6
7570,7569,Petko Hristov,67,75,191,85,24,Right,38.0,71.5,54.666667,41.000000,51.428571,39.125,9.4
7571,7570,Ivan Marconi,67,67,184,80,33,Left,50.5,64.5,54.833333,48.666667,62.571429,42.125,10.2
7572,7571,Shayne Lavery,67,73,182,73,24,Right,65.5,24.5,54.500000,49.666667,72.571429,61.000,11.6
7573,7572,Matheus Aiás,67,70,175,72,26,Right,68.5,25.5,51.666667,48.333333,69.428571,59.375,10.2
7574,7573,Luca Schnellbacher,67,67,180,76,28,Right,63.0,34.5,56.666667,46.666667,74.857143,55.875,8.8
7575,7574,Vito Hammershøy-Mistrati,67,67,177,76,30,Right,68.5,59.5,67.166667,65.666667,69.714286,64.000,11.6
7576,7575,Stefan Schimmer,67,67,185,87,28,Right,61.5,23.0,54.166667,41.666667,68.857143,62.250,10.2
7577,7576,Ben Wiles,67,73,172,66,23,Right,65.5,61.5,63.666667,65.000000,76.714286,56.625,10.0
7578,7577,Areso,67,76,182,81,23,Right,67.5,64.5,56.333333,64.000000,69.571429,38.750,11.2
7579,7578,Aboubakary Koita,67,71,175,69,24,Right,68.5,48.0,58.500000,60.333333,77.857143,62.250,10.0
7580,7579,Jann-Fiete Arp,67,75,184,78,23,Right,67.0,28.0,53.000000,53.000000,71.000000,59.625,10.8
7581,7580,Ovidiu Popescu,67,68,181,77,29,Right,56.0,63.5,64.166667,63.333333,75.285714,59.750,10.6
7582,7581,Afimico Pululu,67,73,175,80,23,Left,71.0,19.0,49.666667,55.333333,79.571429,54.250,9.6
