"",name,current_club_name,country_of_citizenship,position,sub_position,market_value_in_eur,contract_expiration_date,current_club_domestic_competition_id,overall_score,potential_score,Height,Weight,Age,preferred_foot,ball_skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
3144,Salih Ucan,Besiktas Istanbul,Turkey,Midfield,Central Midfield,4500000.0,2024-06-30,TR1,73,73,182,80,29,Right,76.0,63.5,70.000000,75.333333,65.428571,69.250,9.6
3145,Gedson Fernandes,Besiktas Istanbul,Portugal,Midfield,Central Midfield,6500000.0,2026-06-30,TR1,78,82,181,71,24,Right,80.0,74.5,77.500000,75.333333,77.285714,71.125,9.0
3146,Atiba Hutchinson,Besiktas Istanbul,Canada,Midfield,Defensive Midfield,200000.0,2023-06-30,TR1,71,71,187,83,40,Right,70.5,69.0,71.500000,72.666667,59.857143,65.625,10.2
3147,Berkay Vardar,Besiktas Istanbul,Turkey,Midfield,Defensive Midfield,650000.0,2025-06-30,TR1,63,76,188,78,20,Right,63.5,61.0,58.166667,59.666667,58.714286,47.750,8.4
3148,Rachid Ghezzal,Besiktas Istanbul,Algeria,Attack,Right Winger,8000000.0,2024-06-30,TR1,79,79,182,70,30,Left,82.0,23.5,63.500000,82.666667,69.000000,71.375,11.0
3149,Amir Hadziahmetovic,Besiktas Istanbul,Bosnia-Herzegovina,Midfield,Defensive Midfield,6000000.0,2027-06-30,TR1,74,77,179,71,25,Right,73.5,71.5,70.833333,71.000000,69.428571,60.625,11.4
3150,Valentin Rosier,Besiktas Istanbul,France,Defender,Right-Back,7000000.0,2025-06-30,TR1,77,80,175,75,26,Right,75.5,73.5,69.833333,68.000000,80.428571,53.500,10.0
3151,Umut Meras,Besiktas Istanbul,Turkey,Defender,Left-Back,1600000.0,2024-06-30,TR1,68,68,178,73,27,Left,64.5,66.0,60.500000,62.666667,73.285714,45.250,10.4
3152,Arthur Masuaku,Besiktas Istanbul,DR Congo,Defender,Left-Back,5500000.0,2023-06-30,TR1,75,75,179,70,29,Left,79.0,73.5,69.666667,71.666667,74.000000,60.875,7.8
3153,Welinton Junior Ferreira Dos Santos,Besiktas Istanbul,Brazil,Defender,Centre-Back,525000.0,2023-06-30,TR1,68,68,175,67,29,Right,70.5,15.0,54.833333,59.000000,68.714286,68.500,14.0
3154,Welinton Junior Ferreira Dos Santos,Portimonense Sc,Brazil,Attack,Right Winger,900000.0,2023-06-30,PO1,68,68,175,67,29,Right,70.5,15.0,54.833333,59.000000,68.714286,68.500,14.0
3155,Necip Uysal,Besiktas Istanbul,Turkey,Defender,Centre-Back,850000.0,2025-06-30,TR1,70,70,180,72,32,Right,64.5,70.5,62.333333,65.666667,65.714286,52.875,12.8
3156,Omar Colley,Besiktas Istanbul,The Gambia,Defender,Centre-Back,3500000.0,2025-06-30,TR1,74,74,191,87,30,Left,53.0,76.0,59.500000,52.666667,65.142857,38.750,9.8
3157,Tayyip Talha Sanuc,Besiktas Istanbul,Turkey,Defender,Centre-Back,3800000.0,2026-06-30,TR1,67,76,188,80,23,Right,55.0,67.5,50.833333,49.333333,62.857143,42.125,9.4
3158,Romain Saiss,Besiktas Istanbul,Morocco,Defender,Centre-Back,6500000.0,2024-06-30,TR1,78,78,190,84,32,Left,66.5,76.5,73.666667,69.666667,67.857143,58.375,10.0
3159,Emre Bilgin,Besiktas Istanbul,Turkey,Goalkeeper,Goalkeeper,175000.0,2025-06-30,TR1,62,73,188,85,19,Left,13.0,11.0,25.166667,18.333333,39.857143,14.250,62.2
3160,Mert Gunok,Besiktas Istanbul,Turkey,Goalkeeper,Goalkeeper,650000.0,2024-06-30,TR1,73,73,196,92,34,Right,20.0,12.5,41.166667,23.333333,56.571429,20.500,73.2
3161,Ersin Destanoglu,Besiktas Istanbul,Turkey,Goalkeeper,Goalkeeper,9000000.0,2026-06-30,TR1,74,79,195,88,22,Right,13.0,12.5,30.166667,14.666667,36.285714,15.125,73.8
3162,Ederson,Atalanta Bergamo,Brazil,Midfield,Central Midfield,20000000.0,2026-06-30,IT1,89,91,188,86,29,Left,31.5,11.5,52.166667,48.666667,60.000000,27.375,87.2
3163,Ederson,Atalanta Bergamo,Brazil,Midfield,Central Midfield,20000000.0,2026-06-30,IT1,74,81,183,86,23,Right,76.5,69.5,72.500000,72.000000,68.714286,61.125,12.4
3164,Ederson,Manchester City,Brazil,Goalkeeper,Goalkeeper,45000000.0,2026-06-30,GB1,89,91,188,86,29,Left,31.5,11.5,52.166667,48.666667,60.000000,27.375,87.2
3165,Ederson,Manchester City,Brazil,Goalkeeper,Goalkeeper,45000000.0,2026-06-30,GB1,74,81,183,86,23,Right,76.5,69.5,72.500000,72.000000,68.714286,61.125,12.4
3166,Ebrima Darboe,As Rom,The Gambia,Midfield,Defensive Midfield,2000000.0,2026-06-30,IT1,68,79,179,69,21,Right,67.0,65.0,63.500000,64.333333,62.285714,50.000,8.0
3167,Bryan Cristante,As Rom,Italy,Midfield,Defensive Midfield,20000000.0,2024-06-30,IT1,80,82,186,80,28,Right,78.0,75.5,76.166667,78.666667,66.000000,70.250,3.8
3168,Teun Koopmeiners,Atalanta Bergamo,Netherlands,Midfield,Defensive Midfield,30000000.0,2025-06-30,IT1,80,84,183,77,25,Left,77.5,75.0,77.000000,81.000000,73.285714,73.875,11.6
3169,Mert Kurt,Giresunspor,Turkey,Attack,Centre-Forward,50000.0,2025-06-30,TR1,56,69,180,73,20,Right,64.0,16.5,41.333333,47.000000,57.285714,54.000,10.0
3170,Giorgio Scalvini,Atalanta Bergamo,Italy,Defender,Centre-Back,20000000.0,2027-06-30,IT1,70,85,194,75,19,Right,56.0,73.0,58.500000,47.000000,57.571429,36.000,9.0
3171,Riad Bajic,Giresunspor,Bosnia-Herzegovina,Attack,Centre-Forward,1500000.0,2024-06-30,TR1,68,68,189,80,28,Left,66.0,23.5,51.000000,50.000000,58.428571,66.375,10.8
3172,Pietro Pellegri,Fc Turin,Italy,Attack,Centre-Forward,5000000.0,2025-06-30,IT1,68,75,188,80,21,Right,71.0,13.5,52.833333,51.666667,60.428571,62.125,9.8
3173,Raimonds Krollis,Spezia Calcio,Latvia,Attack,Centre-Forward,2500000.0,2026-06-30,IT1,65,74,186,80,21,Left,61.0,20.0,52.833333,46.333333,60.000000,58.750,12.0
3174,M Bala Nzola,Spezia Calcio,Angola,Attack,Centre-Forward,3500000.0,2024-06-30,IT1,75,77,185,82,26,Left,71.5,26.0,61.666667,60.666667,75.285714,65.125,12.0
3175,Alex Samuel,Ross County Fc,Wales,Attack,Centre-Forward,200000.0,2023-05-31,SC1,63,63,183,70,27,Right,62.5,29.5,53.833333,49.000000,76.285714,55.875,12.8
3176,Hans Hateboer,Atalanta Bergamo,Netherlands,Defender,Right-Back,10000000.0,2024-06-30,IT1,80,80,185,72,29,Right,78.0,77.5,76.000000,74.666667,75.857143,58.500,10.8
3177,Kyogo Furuhashi,Celtic Glasgow,Japan,Attack,Centre-Forward,6000000.0,2025-05-31,SC1,75,75,170,63,28,Right,71.5,52.5,69.166667,67.000000,79.428571,70.500,10.0
3178,Alex Greive,St Mirren Fc,New Zealand,Attack,Centre-Forward,350000.0,2024-05-31,SC1,63,68,178,73,23,Right,64.5,12.5,46.833333,46.333333,69.857143,55.500,11.2
3179,Curtis Main,St Mirren Fc,England,Attack,Centre-Forward,425000.0,2023-05-31,SC1,64,64,178,67,30,Right,56.5,24.0,54.666667,48.000000,73.714286,58.625,12.4
3180,Jonah Ayunga,St Mirren Fc,England,Attack,Centre-Forward,450000.0,2024-05-31,SC1,65,68,185,78,25,Right,63.0,39.0,54.333333,54.000000,70.285714,59.375,9.0
3181,Bojan Miovski,Aberdeen Fc,North Macedonia,Attack,Centre-Forward,1000000.0,2026-05-31,SC1,68,77,189,82,23,Left,65.0,23.5,51.666667,44.000000,69.000000,60.625,11.0
3182,Tony Watt,St Mirren Fc,Scotland,Attack,Centre-Forward,650000.0,2023-05-31,SC1,68,68,186,89,29,Right,68.0,46.5,60.833333,65.000000,74.571429,65.000,11.8
3183,Ryan Flynn,St Mirren Fc,Scotland,Midfield,Right Midfield,275000.0,2023-05-31,SC1,60,60,175,60,34,Right,60.5,57.0,61.833333,62.000000,60.714286,57.625,11.8
3184,Alex Gogic,St Mirren Fc,Cyprus,Midfield,Defensive Midfield,400000.0,2024-05-31,SC1,64,64,183,83,28,Right,55.0,61.5,59.833333,52.666667,63.857143,48.250,11.0
3185,Mikael Mandron,Motherwell Fc,France,Attack,Centre-Forward,100000.0,2023-05-31,SC1,61,61,191,82,28,Left,59.0,41.5,58.833333,48.333333,66.285714,56.875,12.0
3186,Jack Aitchison,Motherwell Fc,Scotland,Attack,Centre-Forward,200000.0,2023-05-31,SC1,62,69,180,69,23,Right,62.5,15.0,50.333333,56.333333,69.857143,58.000,11.0
3187,Jonathan Obika,Motherwell Fc,England,Attack,Centre-Forward,250000.0,2023-05-31,SC1,62,62,183,76,32,Left,60.5,26.0,48.833333,38.000000,68.142857,58.125,12.0
3188,Onur Bulut,Besiktas Istanbul,Turkey,Defender,Right-Back,3000000.0,2026-06-30,TR1,70,70,179,69,28,Right,68.0,63.0,67.666667,70.333333,74.142857,59.000,11.6
3189,Kevin Van Veen,Motherwell Fc,Netherlands,Attack,Centre-Forward,450000.0,2024-05-31,SC1,67,67,189,85,31,Right,64.0,15.5,55.833333,56.666667,64.428571,66.375,15.6
3190,Joseph Efford,Motherwell Fc,United States,Attack,Centre-Forward,300000.0,2023-05-31,SC1,65,68,176,72,26,Right,60.0,25.0,56.833333,59.000000,77.571429,61.250,8.4
3191,Blair Spittal,Motherwell Fc,Scotland,Attack,Right Winger,500000.0,2024-05-31,SC1,65,65,183,72,27,Right,63.0,53.5,55.166667,64.000000,66.714286,57.875,10.4
3192,Stuart Mckinstry,Motherwell Fc,Scotland,Attack,Left Winger,325000.0,2023-05-31,SC1,62,78,179,68,20,Right,64.0,42.5,49.500000,57.000000,62.285714,45.625,11.4
3193,Riku Danzaki,Motherwell Fc,Japan,Attack,Attacking Midfield,250000.0,2025-05-31,SC1,64,71,174,63,22,Right,64.5,28.0,51.333333,58.666667,70.428571,52.750,10.0
3194,Josh Morris,Motherwell Fc,England,Midfield,Left Midfield,350000.0,2024-05-31,SC1,62,62,182,72,31,Left,62.0,52.0,57.666667,59.333333,68.714286,59.250,10.4
3195,Harry Mckirdy,Hibernian Fc,England,Attack,Centre-Forward,125000.0,2025-05-31,SC1,66,68,175,67,25,Right,63.5,33.5,57.833333,56.333333,73.285714,58.000,10.8
3196,Gregoire Defrel,Us Sassuolo,Martinique,Attack,Centre-Forward,2000000.0,2024-06-30,IT1,75,75,180,79,31,Left,78.0,16.5,64.166667,62.666667,64.857143,71.250,11.8
3197,Callum Slattery,Motherwell Fc,England,Midfield,Central Midfield,450000.0,2024-05-31,SC1,65,72,180,80,24,Right,64.5,60.5,60.166667,57.666667,65.142857,52.000,8.6
3198,Sean Goss,Motherwell Fc,Northern Ireland,Midfield,Central Midfield,500000.0,2023-05-31,SC1,64,65,179,74,27,Left,63.0,58.5,60.000000,64.000000,67.285714,58.875,9.6
3199,Calum Butcher,Motherwell Fc,England,Midfield,Defensive Midfield,450000.0,2024-05-31,SC1,63,63,185,83,32,Right,60.0,63.5,60.500000,55.333333,62.428571,54.375,12.6
3200,Max Johnston,Motherwell Fc,Scotland,Defender,Right-Back,225000.0,2023-05-31,SC1,58,65,179,72,19,Right,49.5,56.0,48.000000,47.333333,65.428571,30.875,11.4
3201,Paul Mcginn,Motherwell Fc,Scotland,Defender,Right-Back,450000.0,2023-05-31,SC1,66,66,175,66,32,Right,60.5,64.5,60.333333,59.666667,71.428571,51.250,7.0
3202,Stephen O Donnell,Motherwell Fc,Scotland,Defender,Right-Back,600000.0,2023-05-31,SC1,64,64,188,86,30,Right,59.5,60.5,55.500000,59.666667,67.000000,47.375,12.0
3203,James Furlong,Motherwell Fc,Ireland,Defender,Left-Back,200000.0,2023-05-31,SC1,57,74,178,71,20,Left,52.0,56.0,46.500000,52.666667,60.142857,32.250,10.6
3204,Nathan Mcginley,Motherwell Fc,England,Defender,Left-Back,375000.0,2024-05-31,SC1,64,65,191,85,26,Left,53.0,62.0,55.166667,55.333333,63.428571,38.500,10.8
3205,Kemar Roofe,Glasgow Rangers,Jamaica,Attack,Centre-Forward,5500000.0,2024-05-31,SC1,73,73,178,65,30,Right,71.0,51.0,66.833333,63.666667,72.285714,71.500,12.8
3206,Shane Blaney,Motherwell Fc,Ireland,Defender,Centre-Back,125000.0,2025-05-31,SC1,60,65,191,79,24,Left,42.5,59.5,47.333333,47.666667,60.000000,47.625,10.0
3207,Ross Tierney,Motherwell Fc,Ireland,Midfield,Central Midfield,350000.0,2025-05-31,SC1,60,72,174,65,22,Right,59.0,53.0,59.500000,55.000000,68.428571,50.625,9.4
3208,Bevis Mugabi,Motherwell Fc,Uganda,Defender,Centre-Back,350000.0,2024-05-31,SC1,67,69,187,83,27,Right,52.0,64.5,54.000000,50.000000,71.571429,37.750,12.2
3209,Ricki Lamie,Motherwell Fc,Scotland,Defender,Centre-Back,375000.0,2024-05-31,SC1,64,64,189,91,29,Left,57.5,62.5,49.500000,55.333333,62.142857,37.500,10.4
3210,Aston Oxborough,Motherwell Fc,England,Goalkeeper,Goalkeeper,150000.0,2024-05-31,SC1,58,65,196,80,24,Right,19.0,16.5,31.000000,25.666667,47.285714,19.000,57.2
3211,Liam Kelly,Motherwell Fc,Scotland,Goalkeeper,Goalkeeper,700000.0,2024-05-31,SC1,68,69,184,85,27,Right,20.0,13.5,31.333333,27.333333,41.714286,22.500,69.2
3212,Liam Kelly,Motherwell Fc,Scotland,Goalkeeper,Goalkeeper,700000.0,2024-05-31,SC1,67,67,187,88,33,Right,61.0,66.0,62.666667,63.666667,53.428571,56.875,11.4
3213,Liam Kelly,Motherwell Fc,Scotland,Goalkeeper,Goalkeeper,700000.0,2024-05-31,SC1,62,63,163,74,27,Right,62.0,57.0,57.000000,61.666667,68.571429,57.875,14.0
3214,Mark O Hara,St Mirren Fc,Scotland,Midfield,Defensive Midfield,500000.0,2024-05-31,SC1,65,66,188,80,27,Right,67.0,62.0,61.666667,63.333333,72.857143,57.625,11.2
3215,Keanu Baccus,St Mirren Fc,Australia,Midfield,Defensive Midfield,650000.0,2024-05-31,SC1,66,70,178,67,24,Right,66.0,72.0,64.333333,61.000000,73.428571,48.750,8.0
3216,Richard Tait,St Mirren Fc,Scotland,Defender,Right-Back,375000.0,2023-05-31,SC1,62,62,179,77,33,Right,56.0,58.0,53.333333,57.333333,64.000000,41.750,10.8
3217,Marcus Fraser,St Mirren Fc,Scotland,Defender,Right-Back,450000.0,2025-05-31,SC1,65,65,182,70,28,Right,59.0,65.0,59.333333,56.666667,73.285714,42.500,8.8
3218,Ryan Strain,St Mirren Fc,Australia,Defender,Right-Back,600000.0,2024-05-31,SC1,66,69,181,76,25,Right,62.5,60.0,58.333333,62.666667,74.714286,47.875,9.8
3219,Charles Dunne,St Mirren Fc,Ireland,Defender,Left-Back,400000.0,2023-05-31,SC1,64,64,188,86,30,Left,55.0,63.0,52.000000,53.333333,72.000000,43.625,12.0
3220,Dan Casey,Motherwell Fc,Ireland,Defender,Centre-Back,150000.0,2023-06-30,SC1,62,68,183,85,25,Right,43.5,59.5,49.666667,42.666667,59.142857,39.000,10.0
3221,Scott Tanser,St Mirren Fc,England,Defender,Left-Back,400000.0,2024-05-31,SC1,65,65,182,70,28,Left,61.5,60.0,56.166667,61.666667,71.285714,60.125,9.8
3222,Thierry Small,St Mirren Fc,England,Defender,Left-Back,1000000.0,2023-05-31,SC1,58,77,177,68,18,Left,52.5,58.0,49.166667,42.333333,69.142857,37.375,9.6
3223,Joe Shaughnessy,St Mirren Fc,Ireland,Defender,Centre-Back,375000.0,2023-05-31,SC1,64,64,183,69,30,Right,50.5,65.0,50.500000,47.333333,69.000000,31.000,12.2
3224,Declan Gallagher,St Mirren Fc,Scotland,Defender,Centre-Back,450000.0,2024-05-31,SC1,66,66,196,93,32,Right,48.0,63.0,57.000000,52.333333,61.428571,34.000,10.6
3225,Dean Cornelius,Motherwell Fc,Scotland,Midfield,Central Midfield,300000.0,2023-05-31,SC1,61,75,176,74,21,Right,62.0,55.0,56.333333,61.666667,64.285714,49.125,10.4
3226,Peter Urminsky,St Mirren Fc,Slovakia,Goalkeeper,Goalkeeper,75000.0,2024-05-31,SC1,58,65,198,80,23,Right,13.0,11.0,25.166667,18.333333,30.285714,13.250,59.0
3227,Antonio Colak,Glasgow Rangers,Croatia,Attack,Centre-Forward,5500000.0,2025-05-31,SC1,74,74,188,81,29,Right,70.5,25.5,64.333333,53.000000,71.000000,67.750,10.4
3229,Fashion Sakala,Glasgow Rangers,Zambia,Attack,Centre-Forward,4500000.0,2025-05-31,SC1,72,74,178,72,25,Right,71.0,28.5,58.166667,58.333333,81.571429,63.375,10.8
3230,Scott Wright,Glasgow Rangers,Scotland,Attack,Right Winger,2000000.0,2025-05-31,SC1,70,72,175,65,25,Right,69.5,29.5,54.666667,66.000000,68.857143,55.000,11.4
3231,Rabbi Matondo,Glasgow Rangers,Wales,Attack,Right Winger,3500000.0,2026-05-31,SC1,72,77,175,66,22,Right,71.5,40.0,54.333333,62.000000,78.285714,63.250,8.8
3232,Ryan Kent,Glasgow Rangers,England,Attack,Left Winger,14000000.0,2023-05-31,SC1,76,77,172,65,26,Right,77.5,38.5,68.166667,71.000000,76.142857,65.500,8.6
3233,Alex Lowry,Glasgow Rangers,Scotland,Attack,Attacking Midfield,250000.0,2025-05-31,SC1,62,80,181,72,19,Right,66.0,35.0,53.500000,62.000000,61.714286,48.125,9.2
3234,Malik Tillman,Glasgow Rangers,United States,Attack,Attacking Midfield,2800000.0,2023-05-31,SC1,69,86,187,71,20,Right,73.0,34.0,53.833333,57.333333,69.571429,57.500,10.4
3236,Ianis Hagi,Glasgow Rangers,Romania,Attack,Attacking Midfield,7000000.0,2026-06-30,SC1,73,78,182,72,24,Right,74.5,32.0,62.500000,72.333333,67.000000,70.125,11.8
3237,Jake Carroll,Motherwell Fc,Ireland,Defender,Left-Back,375000.0,2023-05-31,SC1,65,65,184,79,31,Left,58.5,60.5,57.000000,64.333333,64.428571,44.500,11.0
3238,Greg Kiltie,St Mirren Fc,Scotland,Attack,Left Winger,375000.0,2025-05-31,SC1,62,63,173,70,26,Right,63.5,46.5,55.000000,60.666667,63.000000,52.000,9.4
3239,Trevor Carson,St Mirren Fc,Northern Ireland,Goalkeeper,Goalkeeper,350000.0,2025-05-31,SC1,65,65,182,80,35,Right,20.0,11.5,37.666667,26.333333,56.714286,20.000,64.2
3240,Glen Kamara,Glasgow Rangers,Finland,Midfield,Central Midfield,7500000.0,2025-05-31,SC1,74,75,183,73,27,Right,76.0,72.0,72.166667,69.333333,76.285714,57.375,10.4
3241,John Lundstram,Glasgow Rangers,England,Midfield,Central Midfield,7500000.0,2024-05-31,SC1,74,74,181,74,29,Right,71.5,71.5,73.166667,73.666667,68.571429,65.750,8.6
3242,Adam Devine,Glasgow Rangers,Scotland,Defender,Right-Back,50000.0,2025-05-31,SC1,60,77,184,70,19,Right,56.5,56.5,52.333333,53.333333,63.857143,41.750,8.6
3243,James Tavernier,Glasgow Rangers,England,Defender,Right-Back,10000000.0,2026-05-31,SC1,78,78,182,75,31,Right,74.5,73.0,74.500000,77.333333,80.285714,75.000,11.8
3244,Ridvan Yilmaz,Glasgow Rangers,Turkey,Defender,Left-Back,6000000.0,2027-05-31,SC1,73,82,174,60,21,Left,71.0,66.5,64.666667,68.333333,77.714286,52.000,11.6
3245,Borna Barisic,Glasgow Rangers,Croatia,Defender,Left-Back,6500000.0,2024-05-31,SC1,73,73,186,80,30,Left,70.5,70.5,69.000000,73.666667,70.714286,68.000,9.6
3246,Leon King,Glasgow Rangers,Scotland,Defender,Centre-Back,1000000.0,2026-05-31,SC1,60,80,185,75,19,Right,51.0,62.0,47.500000,46.666667,65.000000,33.625,9.6
3247,John Souttar,Glasgow Rangers,Scotland,Defender,Centre-Back,1500000.0,2026-05-31,SC1,72,75,189,75,26,Right,65.0,72.5,60.666667,57.000000,65.571429,47.875,11.6
3248,Scott Arfield,Glasgow Rangers,Canada,Midfield,Central Midfield,1500000.0,2023-05-31,SC1,70,70,179,80,34,Right,72.0,66.5,70.666667,70.666667,63.571429,64.625,12.8
3249,Filip Helander,Glasgow Rangers,Sweden,Defender,Centre-Back,3000000.0,2023-05-31,SC1,72,72,192,84,29,Left,54.0,73.0,56.333333,45.333333,53.428571,39.500,11.2
3251,Jon Mclaughlin,Glasgow Rangers,Scotland,Goalkeeper,Goalkeeper,350000.0,2024-05-31,SC1,70,70,188,83,35,Right,19.5,15.5,39.500000,29.666667,54.000000,22.625,69.6
3252,Robby Mccrorie,Glasgow Rangers,Scotland,Goalkeeper,Goalkeeper,400000.0,2025-05-31,SC1,63,69,189,80,24,Right,19.0,12.5,29.833333,21.666667,43.000000,17.875,62.8
3253,James Forrest,Celtic Glasgow,Scotland,Attack,Right Winger,4000000.0,2025-05-31,SC1,73,73,175,77,31,Right,74.5,51.0,62.666667,67.333333,73.857143,64.000,9.6
3254,Alfredo Morelos,Glasgow Rangers,Colombia,Attack,Centre-Forward,10000000.0,2023-05-31,SC1,75,76,177,79,26,Right,73.5,36.0,68.833333,65.666667,75.428571,69.375,11.0
3255,Connor Goldson,Glasgow Rangers,England,Defender,Centre-Back,8000000.0,2026-05-31,SC1,75,75,191,85,30,Right,67.0,74.0,68.500000,63.666667,70.285714,48.250,9.4
3256,Ben Davies,Glasgow Rangers,England,Defender,Centre-Back,2500000.0,2026-05-31,SC1,78,78,181,76,29,Left,73.5,80.5,74.000000,74.666667,69.857143,58.750,9.0
3257,Ben Davies,Glasgow Rangers,England,Defender,Centre-Back,2500000.0,2026-05-31,SC1,73,76,185,74,27,Left,64.0,73.0,58.833333,66.666667,68.857143,45.500,10.4
3258,Ben Davies,Tottenham Hotspur,Wales,Defender,Left-Back,20000000.0,2025-06-30,GB1,78,78,181,76,29,Left,73.5,80.5,74.000000,74.666667,69.857143,58.750,9.0
3259,Ben Davies,Tottenham Hotspur,Wales,Defender,Left-Back,20000000.0,2025-06-30,GB1,73,76,185,74,27,Left,64.0,73.0,58.833333,66.666667,68.857143,45.500,10.4
3260,Jota,Celtic Glasgow,Portugal,Attack,Left Winger,11000000.0,2027-05-31,SC1,76,83,175,67,23,Right,78.5,33.0,62.666667,70.666667,77.142857,68.375,10.2
3261,Daizen Maeda,Celtic Glasgow,Japan,Attack,Left Winger,5000000.0,2026-05-31,SC1,73,74,173,68,25,Right,70.5,47.5,65.500000,59.000000,80.571429,68.500,8.0
3262,Allan Mcgregor,Glasgow Rangers,Scotland,Goalkeeper,Goalkeeper,400000.0,2023-05-31,SC1,74,74,183,74,41,Right,24.5,14.0,44.166667,28.666667,50.000000,21.125,72.0
3263,Aaron Mooy,Celtic Glasgow,Australia,Midfield,Central Midfield,4000000.0,2024-05-31,SC1,75,75,174,68,32,Right,72.5,70.5,73.333333,76.666667,69.714286,69.000,10.8
3264,James Mccarthy,Celtic Glasgow,Ireland,Midfield,Central Midfield,1200000.0,2025-05-31,SC1,66,66,180,72,32,Right,68.5,66.5,64.000000,63.666667,60.000000,61.250,10.8
3265,Matt O Riley,Celtic Glasgow,Denmark,Midfield,Central Midfield,5000000.0,2026-05-31,SC1,73,82,187,77,22,Left,72.5,62.5,70.166667,71.333333,67.714286,59.250,10.0
3266,David Turnbull,Celtic Glasgow,Scotland,Midfield,Central Midfield,5500000.0,2024-05-31,SC1,74,78,185,75,23,Right,73.5,58.5,68.166667,75.666667,67.714286,69.250,8.6
3267,Tomoki Iwata,Celtic Glasgow,Japan,Midfield,Defensive Midfield,1300000.0,2023-05-31,SC1,72,76,178,77,25,Right,68.0,70.0,63.666667,65.333333,71.714286,50.500,9.8
3268,Callum Mcgregor,Celtic Glasgow,Scotland,Midfield,Central Midfield,8000000.0,2026-05-31,SC1,77,77,178,74,29,Left,77.5,70.0,75.333333,74.333333,79.000000,67.625,10.8
3269,Ryan Jack,Glasgow Rangers,Scotland,Midfield,Central Midfield,4000000.0,2023-05-31,SC1,73,73,182,72,31,Right,72.5,73.0,73.333333,71.333333,69.714286,63.875,11.2
3270,Alistair Johnston,Celtic Glasgow,Canada,Defender,Right-Back,6000000.0,2027-12-31,SC1,73,76,180,77,24,Right,69.0,69.5,70.166667,66.666667,75.857143,52.875,10.6
3271,Greg Taylor,Celtic Glasgow,Scotland,Defender,Left-Back,4000000.0,2025-05-31,SC1,73,78,170,68,25,Left,71.5,71.0,67.833333,70.000000,74.285714,53.875,11.4
3272,Greg Taylor,Celtic Glasgow,Scotland,Defender,Left-Back,4000000.0,2025-05-31,SC1,63,63,186,73,33,Left,51.0,63.0,58.000000,53.333333,64.714286,42.625,9.6
3273,Yuki Kobayashi,Celtic Glasgow,Japan,Defender,Centre-Back,700000.0,2028-05-31,SC1,64,75,185,75,22,Left,58.0,61.5,53.666667,55.000000,61.285714,43.875,9.2
3274,Duk,Aberdeen Fc,Cape Verde,Attack,Centre-Forward,500000.0,2025-05-31,SC1,67,75,182,75,23,Right,64.5,22.0,52.166667,46.666667,77.142857,63.250,8.0
3275,Stephen Welsh,Celtic Glasgow,Scotland,Defender,Centre-Back,1500000.0,2025-05-31,SC1,69,74,191,78,23,Right,61.5,67.5,61.000000,58.000000,68.714286,35.000,9.8
3276,Carl Starfelt,Celtic Glasgow,Sweden,Defender,Centre-Back,6000000.0,2025-05-31,SC1,73,75,185,81,27,Right,68.5,72.5,62.000000,54.333333,71.714286,36.875,10.2
3277,Conor Hazard,Celtic Glasgow,Northern Ireland,Goalkeeper,Goalkeeper,600000.0,2023-05-31,SC1,66,74,198,86,25,Left,9.5,13.5,31.166667,21.000000,31.285714,15.375,65.8
3278,Scott Bain,Celtic Glasgow,Scotland,Goalkeeper,Goalkeeper,650000.0,2024-05-31,SC1,67,67,183,84,31,Right,26.5,10.5,42.500000,37.666667,55.428571,20.500,66.2
3279,Benjamin Siegrist,Celtic Glasgow,Switzerland,Goalkeeper,Goalkeeper,800000.0,2026-05-31,SC1,69,69,194,85,31,Right,16.0,12.0,38.833333,16.666667,42.142857,19.250,67.8
3280,Joe Hart,Celtic Glasgow,England,Goalkeeper,Goalkeeper,1700000.0,2024-05-31,SC1,75,75,196,91,35,Right,22.5,13.5,43.666667,29.000000,52.857143,21.625,73.0
3281,Simon Murray,Ross County Fc,Scotland,Attack,Centre-Forward,275000.0,2024-05-31,SC1,64,64,183,70,30,Right,60.0,14.5,45.833333,40.333333,71.000000,57.875,11.4
3282,Jordy Hiwula,Ross County Fc,England,Attack,Centre-Forward,300000.0,2024-05-31,SC1,61,61,178,76,28,Right,59.0,24.0,49.833333,51.000000,67.142857,54.875,12.0
3283,Dominic Samuel,Ross County Fc,England,Attack,Centre-Forward,325000.0,2023-05-31,SC1,63,63,182,89,28,Right,62.5,29.5,52.666667,50.000000,70.428571,58.625,11.8
